CGPIO,pin,DRIVINGSINK,PULLDOWN,DIRECTION,OUTPUT
,CGPIO0,PAD_DRIVINGSINK_4MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,CGPIO1,PAD_DRIVINGSINK_4MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,CGPIO2,PAD_DRIVINGSINK_4MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,CGPIO3,PAD_DRIVINGSINK_4MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,CGPIO4,PAD_DRIVINGSINK_4MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,CGPIO5,PAD_DRIVINGSINK_4MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,CGPIO6,PAD_DRIVINGSINK_4MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,CGPIO7,PAD_DRIVINGSINK_4MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,CGPIO8,PAD_DRIVINGSINK_8MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,CGPIO9,PAD_DRIVINGSINK_4MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,CGPIO10,PAD_DRIVINGSINK_4MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,CGPIO11,PAD_DRIVINGSINK_6MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,CGPIO12,PAD_DRIVINGSINK_3MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,CGPIO13,PAD_DRIVINGSINK_3MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,CGPIO14,PAD_DRIVINGSINK_3MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,CGPIO15,PAD_DRIVINGSINK_3MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,CGPIO16,PAD_DRIVINGSINK_3MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,CGPIO17,PAD_DRIVINGSINK_6MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,CGPIO18,PAD_DRIVINGSINK_8MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,CGPIO19,PAD_DRIVINGSINK_8MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,CGPIO20,PAD_DRIVINGSINK_8MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,CGPIO21,PAD_DRIVINGSINK_8MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,CGPIO22,PAD_DRIVINGSINK_8MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,,,,,
HSIGPIO,pin,DRIVINGSINK,PULLDOWN,DIRECTION,OUTPUT
,HSIGPIO0,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,HSIGPIO1,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,HSIGPIO2,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,HSIGPIO3,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,HSIGPIO4,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,HSIGPIO5,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,HSIGPIO6,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,HSIGPIO7,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,HSIGPIO8,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,HSIGPIO9,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,HSIGPIO10,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,HSIGPIO11,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,,,,,
SGPIO,pin,DRIVINGSINK,PULLDOWN,DIRECTION,OUTPUT
,SGPIO0,PAD_DRIVINGSINK_8MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO1,PAD_DRIVINGSINK_8MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO2,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO3,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO4,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO5,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO6,PAD_DRIVINGSINK_4MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,SGPIO7,PAD_DRIVINGSINK_4MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,SGPIO8,PAD_DRIVINGSINK_4MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,SGPIO9,PAD_DRIVINGSINK_4MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,SGPIO10,PAD_DRIVINGSINK_4MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,SGPIO11,PAD_DRIVINGSINK_4MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,SGPIO12,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,,,,,
PGPIO,pin,DRIVINGSINK,PULLDOWN,DIRECTION,OUTPUT
