,PGPIO0,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,PGPIO1,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,PGPIO2,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,PGPIO3,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,PGPIO4,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,PGPIO5,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,PGPIO6,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,PGPIO7,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,PGPIO8,PAD_DRIVINGSINK_8MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,PGPIO9,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,PGPIO10,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,PGPIO11,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,PGPIO12,PAD_DRIVINGSINK_4MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,PGPIO13,PAD_DRIVINGSINK_4MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,PGPIO14,PAD_DRIVINGSINK_4MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,PGPIO15,PAD_DRIVINGSINK_4MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,PGPIO16,PAD_DRIVINGSINK_4MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,PGPIO17,PAD_DRIVINGSINK_4MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,PGPIO18,PAD_DRIVINGSINK_4MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,PGPIO19,PAD_DRIVINGSINK_4MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,PGPIO20,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,PGPIO21,PAD_DRIVINGSINK_4MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,PGPIO22,PAD_DRIVINGSINK_4MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,PGPIO23,PAD_DRIVINGSINK_4MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,PGPIO24,PAD_DRIVINGSINK_4MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,,,,,
DSIGPIO,pin,DRIVINGSINK,PULLDOWN,DIRECTION,OUTPUT
,DSIGPIO0,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,DSIGPIO1,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,DSIGPIO2,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,DSIGPIO3,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,DSIGPIO4,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,DSIGPIO5,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,DSIGPIO6,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,DSIGPIO7,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,DSIGPIO8,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,DSIGPIO9,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,DSIGPIO10,PAD_DRIVINGSINK_8MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,,,,,
LGPIO,pin,DRIVINGSINK,PULLDOWN,DIRECTION,OUTPUT
,LGPIO0,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO1,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO2,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO3,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO4,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO5,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO6,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO7,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO8,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO9,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,,,,,
AGPIO,pin,DRIVINGSINK,PULLDOWN,DIRECTION,OUTPUT
,AGPIO0,PAD_DRIVINGSINK_4MA,PAD_NONE,GPIO_DIR_INPUT,LOW
,AGPIO1,PAD_DRIVINGSINK_4MA,PAD_NONE,GPIO_DIR_INPUT,LOW
,AGPIO2,PAD_DRIVINGSINK_4MA,PAD_NONE,GPIO_DIR_INPUT,LOW
,,,,,
DGPIO,pin,DRIVINGSINK,PULLDOWN,DIRECTION,OUTPUT
,DGPIO0,PAD_DRIVINGSINK_8MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,DGPIO1,PAD_DRIVINGSINK_8MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,DGPIO2,PAD_DRIVINGSINK_8MA,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,DGPIO3,PAD_DRIVINGSINK_8MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,DGPIO4,PAD_DRIVINGSINK_8MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,DGPIO5,PAD_DRIVINGSINK_8MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,DGPIO6,PAD_DRIVINGSINK_8MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,DGPIO7,PAD_DRIVINGSINK_4MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,DGPIO8,PAD_DRIVINGSINK_8MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,DGPIO9,PAD_DRIVINGSINK_8MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,DGPIO10,PAD_DRIVINGSINK_8MA,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
